,Age dependency ratio (% of working-age population),CPIA gender equality rating (1=low to 6=high),"Central government debt, total (% of GDP)","Energy imports, net (% of energy use)",GDP growth (annual %),GDP per capita growth (annual %),"Inflation, GDP deflator (annual %)","Literacy rate, adult total (% of people ages 15 and above)",Military expenditure (% of GDP),"Official exchange rate (LCU per US$, period average)","Population, female (% of total population)",Real interest rate (%),Trade (% of GDP),"Unemployment, male (% of male labor force) (national estimate)",Urban population (% of total population)
1964,69.9813512568476,,,,,,,,,0.357142999357143,50.8207881852214,,,,37.681
1965,69.074591570575,,,,,,,,,0.357142999357143,50.7825349340171,,,,38.188
1966,68.3372848494013,,,,,,,,,0.357142999357143,50.7284364523011,,,,38.698
1967,67.7392525930527,,,,,,,,,0.362103332665675,50.6670629049457,,,,39.21
1968,67.2240300770883,,,,,,,,,0.416666999416667,50.6061503000838,,,,39.726
1969,66.7498868725326,,,,,,,,,0.416666999416667,50.5450031114071,,,,40.242
1970,66.3214085708267,,,,,,,,,0.416666999416667,50.4826657358297,,,,40.761
1971,65.9775161142973,,,98.4465814403776,,,,,,0.410730598428557,50.4193868970262,,,,41.283
1972,65.7638704306441,,,98.7779947968996,,,,,,0.383572369170173,50.3560175051394,,,,41.807
1973,64.9641057653721,,,98.8334292473943,,,,,,0.349950502818348,50.3469547419651,,,,42.757
1974,64.112880278118,,,99.3085870225808,,,,,,0.364692710725132,50.5615504189201,,,,45.007
