Indicator Name,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Age dependency ratio (% of working-age population),60.6307134625797,59.8920423029028,59.3446824533431,58.8947368671808,58.5393297104292,58.2885083097812,58.4666498837617,59.5157643696168,60.7608042252363,61.6403223780662,62.2755975821056,39.274311233566,38.7078975091925,38.81041962457,39.5493100261129,40.4458230491559,41.3385630702997,42.2694499411257,42.9697743409433,43.1245500256305,43.2140002863056,43.4171493479948
CPIA gender equality rating (1=low to 6=high),,,,,,,,,,,,4.0,,,,,,,,,,
"Central government debt, total (% of GDP)",,,,,,,,,,,,6.38557579182856,,,,,,,,,,22.1899994626478
"Energy imports, net (% of energy use)",,,,,,,,,8.32727246732362,15.5904054068921,2.80620862500548,-465.487298167864,-377.332754618619,-328.956795544407,-327.600377712539,-310.384694389236,,,,,,
GDP growth (annual %),,,,,,,,,,-0.700000175699572,-22.6000003264444,5.04894451349574,0.10000013782458,2.1652394748416,5.80980084268208,2.75050681535518,1.09397591627469,-3.09999988037266,0.199999938958655,1.49999999999999,2.50000006743734,-4.30000010230737
GDP per capita growth (annual %),,,,,,,,,,-2.01238310352751,-23.7612021557258,3.80649102062563,-1.19584296227708,0.816684128241235,4.45002009882025,1.47593694077869,-0.103121364891479,-4.17717168005237,-0.778416126232784,0.624486167739661,1.63585048130741,-4.95270173869491
"Inflation, GDP deflator (annual %)",,,,,,,,,,83.5495126683364,1065.32923018531,13.5458167908374,22.524361140543,2.88293295403217,0.445064509020867,-1.28499552026639,-8.84969256895297,14.6714002511137,16.1724003104411,12.1848769569655,-0.241307927446329,-7.39596582740913
"Literacy rate, adult total (% of people ages 15 and above)",,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,
Military expenditure (% of GDP),,,,,,,,,,,2.40022562120839,2.79100435652891,4.67013555547022,4.65861825196324,4.54092330961466,4.55501312398224,5.46487679293858,3.68852730317814,3.75630173249661,3.56240123412697,3.87341170306515,5.39049499415887
"Official exchange rate (LCU per US$, period average)",,,,,,,,,,,0.01084,0.80265,0.789686388888889,0.785645349462366,0.784541075268817,0.7843475,1.02456381855059,1.59572157270424,1.72115480222734,1.70001666666667,1.7,1.7
"Population, female (% of total population)",51.7868699293762,51.7149562139161,51.7184561756359,51.8032257941173,51.8971614842263,52.0011803389017,52.0207710163773,51.9636809329781,51.9200876881947,51.8768966250806,51.8483670862488,51.9298009697328,51.8554690665125,51.7777602392446,51.6996375050779,51.6269001648611,51.5607642894128,51.4509605785238,51.3057569592403,51.1845622192109,51.1129397975862,51.0862790508096
Real interest rate (%),,,,,,,,,,,,6.30070170030242,-2.88597938752249,15.0296068894244,17.6862204009871,19.3916777101463,28.9454418522707,1.48583383570765,0.318577982868449,4.691769977505,17.5649086189187,26.5368212837468
Trade (% of GDP),,,,,,,,,83.0832196452933,86.8637724550898,140.799983402834,74.9859884610856,80.5080450059522,78.263069540422,74.6758447629851,69.4832251953347,72.6015079073189,90.0773187345677,90.4023156823216,91.6725765369825,85.8181454084561,72.0178676487811
"Unemployment, male (% of male labor force) (national estimate)",,,,,,,,,,0.07,0.13,4.39,4.43,4.32,4.04,4.02,4.09,4.2,4.1,4.1,4.29,6.13
Urban population (% of total population),53.018,53.139,53.299,53.498,53.697,53.895,54.094,54.057,53.749,53.441,53.132,53.406,53.637,53.883,54.145,54.422,54.714,55.021,55.343,55.68,56.031,56.397
